sample_id,condition_id,csv_row_id,source_pdf_path,npz_path,preview_path,extract_method,passed_quality,reason_codes,material_id,speed_rpm,temperature_c,r_bore_mm,r_outer_mm,z_width_mm,area_mm2,volume_mm3,min_thickness_mm,max_width_mm,sdf_zero_level_error_mm,semantic_hub_coverage,semantic_web_coverage,semantic_rim_coverage,mass_kg,polar_inertia_kg_mm2,sigma_vm_proxy_mpa,risk_score_proxy,dataset_version,hub_width,web_width,rim_width
sample_033,C_Inco718_RPM11292_T650_OR356_BR87.5,33,D:\sdfdata\data\raw\pdf\sample_033.pdf,D:\sdfdata\data\processed\meridian_samples\sample_033.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_033.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11189.043837763227,12875497.234859306,18.98598471275302,96.30051832873474,0.2867313600621314,0.2776553547818422,0.646364037020714,0.0759806081974438,105.45032235349773,5662066.837618982,76445.1163078886,10.0,sdf_meridian_v0.1,33.06699999999999,205.083,30.350000000000023
sample_143,C_Inco718_RPM11292_T650_OR356_BR87.5,143,D:\sdfdata\data\raw\pdf\sample_143.pdf,D:\sdfdata\data\processed\meridian_samples\sample_143.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_143.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10829.791010018722,12077311.456234612,14.403981627735654,96.30051832873474,0.2883073753088464,0.365905881281035,0.5468088014213476,0.0872853172976174,98.91318082656149,5115323.867057804,100762.8201074262,10.0,sdf_meridian_v0.1,41.13300000000001,193.417,33.94999999999999
sample_086,C_Inco718_RPM11292_T650_OR356_BR87.5,86,D:\sdfdata\data\raw\pdf\sample_086.pdf,D:\sdfdata\data\processed\meridian_samples\sample_086.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_086.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11179.530517381878,12619472.325712532,16.00267915125842,96.30051832873474,0.2869712951575288,0.3259468526529531,0.6092963715017216,0.0647567758453253,103.35347834758564,5358853.8071147725,90696.42625885336,10.0,sdf_meridian_v0.1,38.400000000000006,204.15,25.94999999999999
sample_087,C_Inco718_RPM11292_T650_OR356_BR87.5,87,D:\sdfdata\data\raw\pdf\sample_087.pdf,D:\sdfdata\data\processed\meridian_samples\sample_087.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_087.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11525.539876532315,13058329.61344104,17.50302302670498,96.30051832873474,0.2853512459829881,0.3440897029872464,0.5796456389625952,0.0762646580501583,106.9477195340821,5583390.038049098,82922.00766529124,10.0,sdf_meridian_v0.1,41.733,195.617,31.149999999999977
sample_017,C_Inco718_RPM11292_T650_OR356_BR87.5,17,D:\sdfdata\data\raw\pdf\sample_017.pdf,D:\sdfdata\data\processed\meridian_samples\sample_017.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_017.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11215.352652626818,12675048.979284495,16.146346420501423,96.30051832873474,0.2922364950366459,0.3246404855094771,0.6109327586965126,0.0644267557940102,103.80865114034,5387685.565682491,89889.42586685359,10.0,sdf_meridian_v0.1,37.8,204.95,25.75
sample_011,C_Inco718_RPM11292_T650_OR356_BR87.5,11,D:\sdfdata\data\raw\pdf\sample_011.pdf,D:\sdfdata\data\processed\meridian_samples\sample_011.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_011.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11358.768060700784,12917965.954979468,16.99408210568487,96.30051832873474,0.2815496620430365,0.3206776715899218,0.601737619461338,0.0775847089487402,105.79814117128184,5556873.519722312,85405.3664422794,10.0,sdf_meridian_v0.1,38.2,198.85,31.44999999999999
sample_082,C_Inco718_RPM11292_T650_OR356_BR87.5,82,D:\sdfdata\data\raw\pdf\sample_082.pdf,D:\sdfdata\data\processed\meridian_samples\sample_082.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_082.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11908.814299240968,13634260.184308838,19.41538892266929,96.30051832873474,0.2938972283495258,0.323943661971831,0.6152444076222038,0.0608119304059652,111.66459090948938,5860921.182333352,74754.40308546022,10.0,sdf_meridian_v0.1,40.06699999999999,202.283,26.149999999999977
sample_134,C_Inco718_RPM11292_T650_OR356_BR87.5,134,D:\sdfdata\data\raw\pdf\sample_134.pdf,D:\sdfdata\data\processed\meridian_samples\sample_134.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_134.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11777.852866070618,13599758.87326427,20.26529006612309,96.30051832873474,0.2807937566474801,0.282195224130708,0.66158357771261,0.056221198156682,111.38202517203436,5925460.744133855,71619.29608954575,10.0,sdf_meridian_v0.1,35.133,209.21700000000004,24.149999999999977
sample_138,C_Inco718_RPM11292_T650_OR356_BR87.5,138,D:\sdfdata\data\raw\pdf\sample_138.pdf,D:\sdfdata\data\processed\meridian_samples\sample_138.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_138.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11311.650694390952,12800911.699365932,16.57309195466783,96.30051832873474,0.2878853480284573,0.3127643800968122,0.6315032052679779,0.0557324146352099,104.83946681780698,5425877.895318046,87574.83597847383,10.0,sdf_meridian_v0.1,37.133,208.317,23.05000000000001
sample_076,C_Inco718_RPM11292_T650_OR356_BR87.5,76,D:\sdfdata\data\raw\pdf\sample_076.pdf,D:\sdfdata\data\processed\meridian_samples\sample_076.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_076.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,12028.07055000801,13751839.632335354,19.18867792154332,96.30051832873474,0.2864468725287,0.3299019808883238,0.6151827092646516,0.0549153098470245,112.62756658882654,5876285.502347382,75637.6137804009,10.0,sdf_meridian_v0.1,41.86699999999999,202.98300000000003,23.649999999999977
sample_110,C_Inco718_RPM11292_T650_OR356_BR87.5,110,D:\sdfdata\data\raw\pdf\sample_110.pdf,D:\sdfdata\data\processed\meridian_samples\sample_110.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_110.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10615.100680200534,11894276.341598904,14.595074215515227,96.30051832873474,0.2849992036814539,0.3430456805613643,0.5708908406524467,0.0860634787861889,97.41412323769502,5093898.542061429,99443.53746713464,10.0,sdf_meridian_v0.1,38.533,197.217,32.75
sample_097,C_Inco718_RPM11292_T650_OR356_BR87.5,97,D:\sdfdata\data\raw\pdf\sample_097.pdf,D:\sdfdata\data\processed\meridian_samples\sample_097.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_097.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10786.185473909529,11997101.965723976,14.705023481664348,96.30051832873474,0.2899633740309684,0.3478260869565217,0.5966132723112129,0.0555606407322654,98.25626509927936,4994366.931058758,98699.99945229114,10.0,sdf_meridian_v0.1,39.333,207.117,22.05000000000001
sample_106,C_Inco718_RPM11292_T650_OR356_BR87.5,106,D:\sdfdata\data\raw\pdf\sample_106.pdf,D:\sdfdata\data\processed\meridian_samples\sample_106.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_106.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11709.977654410315,13472544.69304646,19.346978199345905,96.30051832873474,0.2791490451591502,0.2928739892183288,0.6480795148247979,0.0590464959568733,110.3401410360505,5841031.260037547,75018.73391449156,10.0,sdf_meridian_v0.1,36.400000000000006,207.35,24.75
sample_067,C_Inco718_RPM11292_T650_OR356_BR87.5,67,D:\sdfdata\data\raw\pdf\sample_067.pdf,D:\sdfdata\data\processed\meridian_samples\sample_067.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_067.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,12242.284375652149,14109505.588070476,20.3025740977974,96.30051832873474,0.2754670092771473,0.3239759958113496,0.598775625276894,0.0772483789117564,115.5568507662972,6114461.229294566,71487.77305748922,10.0,sdf_meridian_v0.1,42.19999999999999,192.05,34.25
sample_001,C_Inco718_RPM11292_T650_OR356_BR87.5,1,D:\sdfdata\data\raw\pdf\sample_001.pdf,D:\sdfdata\data\processed\meridian_samples\sample_001.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_001.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10607.064983860048,11924590.75079916,14.803023157448305,96.30051832873474,0.291073199824761,0.3132070201573483,0.6183604115264653,0.0684325683161864,97.66239824904513,5077385.074502461,98046.58103611213,10.0,sdf_meridian_v0.1,34.533,207.517,26.44999999999999
sample_123,C_Inco718_RPM11292_T650_OR356_BR87.5,123,D:\sdfdata\data\raw\pdf\sample_123.pdf,D:\sdfdata\data\processed\meridian_samples\sample_123.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_123.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10852.959933035943,12364146.388521772,17.17892795872953,96.30051832873474,0.2859080698346377,0.3153063079440101,0.5978912924922741,0.0868023995637156,101.26235892199333,5405939.226496985,84486.40177506961,10.0,sdf_meridian_v0.1,35.533,199.517,33.44999999999999
sample_068,C_Inco718_RPM11292_T650_OR356_BR87.5,68,D:\sdfdata\data\raw\pdf\sample_068.pdf,D:\sdfdata\data\processed\meridian_samples\sample_068.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_068.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11082.500592412149,12578715.406195467,16.692394580124812,96.30051832873474,0.2850278369257319,0.3095068541926295,0.6024123197436354,0.088080826063735,103.01967917674088,5444312.796161451,86948.92770593415,10.0,sdf_meridian_v0.1,36.533,197.017,34.94999999999999
sample_029,C_Inco718_RPM11292_T650_OR356_BR87.5,29,D:\sdfdata\data\raw\pdf\sample_029.pdf,D:\sdfdata\data\processed\meridian_samples\sample_029.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_029.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11283.801675873648,12722484.823194768,16.73239805375536,96.30051832873474,0.2813725793978688,0.3517012157788857,0.5672177031400333,0.081081081081081,104.19715070196514,5429298.7776081385,86741.0519952611,10.0,sdf_meridian_v0.1,42.13300000000001,193.417,32.94999999999999
sample_041,C_Inco718_RPM11292_T650_OR356_BR87.5,41,D:\sdfdata\data\raw\pdf\sample_041.pdf,D:\sdfdata\data\processed\meridian_samples\sample_041.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_041.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11723.016580157262,13372506.153380468,18.621089118148085,96.30051832873474,0.2879742904377935,0.3293771043771044,0.5980639730639731,0.0725589225589225,109.52082539618604,5746956.621899741,77943.12139195345,10.0,sdf_meridian_v0.1,41.0,196.85,30.649999999999977
sample_045,C_Inco718_RPM11292_T650_OR356_BR87.5,45,D:\sdfdata\data\raw\pdf\sample_045.pdf,D:\sdfdata\data\processed\meridian_samples\sample_045.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_045.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11832.008914814796,13755389.476639332,20.20987643562232,96.30051832873474,0.2795166678870565,0.2624562572904516,0.6818446925512415,0.0556990501583069,112.65663981367612,6033483.55126108,71815.66964100578,10.0,sdf_meridian_v0.1,33.0,212.05,23.44999999999999
sample_061,C_Inco718_RPM11292_T650_OR356_BR87.5,61,D:\sdfdata\data\raw\pdf\sample_061.pdf,D:\sdfdata\data\processed\meridian_samples\sample_061.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_061.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11811.204306895816,13480108.011761472,19.11638175775711,96.30051832873474,0.2829947278585823,0.3445483386208048,0.5702537986308231,0.085197862748372,110.40208461632646,5817343.624593958,75923.66735390452,10.0,sdf_meridian_v0.1,42.267,190.383,35.85000000000002
sample_124,C_Inco718_RPM11292_T650_OR356_BR87.5,124,D:\sdfdata\data\raw\pdf\sample_124.pdf,D:\sdfdata\data\processed\meridian_samples\sample_124.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_124.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11450.41306962167,12939373.387790116,15.716305752271277,96.30051832873474,0.2874420078188855,0.3461704144051004,0.5685362281381925,0.0852933574567071,105.97346804600106,5511497.738653205,92349.0438824308,10.0,sdf_meridian_v0.1,41.19999999999999,192.15000000000003,35.14999999999998
sample_025,C_Inco718_RPM11292_T650_OR356_BR87.5,25,D:\sdfdata\data\raw\pdf\sample_025.pdf,D:\sdfdata\data\processed\meridian_samples\sample_025.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_025.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11920.840101933403,13750007.741563344,19.78641991710468,96.30051832873474,0.2827834631141178,0.3055532566415625,0.6100720019862617,0.0843747413721757,112.61256340340375,5997764.623418555,73352.62344915293,10.0,sdf_meridian_v0.1,38.06699999999999,194.783,35.64999999999998
sample_026,C_Inco718_RPM11292_T650_OR356_BR87.5,26,D:\sdfdata\data\raw\pdf\sample_026.pdf,D:\sdfdata\data\processed\meridian_samples\sample_026.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_026.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11250.010940419168,12627057.4981408,15.850708043829115,96.30051832873474,0.2902360029304892,0.3525438596491228,0.5695614035087719,0.0778947368421052,103.41560090977316,5340205.507040252,91565.99223031192,10.0,sdf_meridian_v0.1,41.6,195.85,31.05000000000001
sample_024,C_Inco718_RPM11292_T650_OR356_BR87.5,24,D:\sdfdata\data\raw\pdf\sample_024.pdf,D:\sdfdata\data\processed\meridian_samples\sample_024.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_024.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11182.975682264248,12763077.572657214,16.359013610126603,96.30051832873474,0.2886186653103146,0.2775719075348509,0.6689606493735663,0.0534674430915828,104.5296053200626,5468196.068569824,88720.86326083612,10.0,sdf_meridian_v0.1,32.533,214.317,21.649999999999977
sample_095,C_Inco718_RPM11292_T650_OR356_BR87.5,95,D:\sdfdata\data\raw\pdf\sample_095.pdf,D:\sdfdata\data\processed\meridian_samples\sample_095.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_095.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11489.957927922507,13005030.52900671,16.67305422720287,96.30051832873474,0.2901924861632264,0.3453873904827349,0.5749871156158736,0.0796254939013915,106.51120003256496,5547422.887258543,87049.7864283435,10.0,sdf_meridian_v0.1,42.0,193.35,33.14999999999998
sample_040,C_Inco718_RPM11292_T650_OR356_BR87.5,40,D:\sdfdata\data\raw\pdf\sample_040.pdf,D:\sdfdata\data\processed\meridian_samples\sample_040.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_040.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,12080.21172802134,13780170.866019633,18.491079560931308,96.30051832873474,0.2860016352206063,0.3283533349661197,0.6144991427871663,0.057147522246714,112.8595993927008,5861017.891810514,78491.13432255981,10.0,sdf_meridian_v0.1,41.93299999999999,201.91700000000003,24.649999999999977
sample_096,C_Inco718_RPM11292_T650_OR356_BR87.5,96,D:\sdfdata\data\raw\pdf\sample_096.pdf,D:\sdfdata\data\processed\meridian_samples\sample_096.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_096.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11490.914830172544,13310690.08091556,19.723046339296467,96.30051832873474,0.2822785483688853,0.2703630589648957,0.6420049781134667,0.0876319629216376,109.01455176269842,5884510.751149284,73588.31818462235,10.0,sdf_meridian_v0.1,33.2,199.35,35.94999999999999
sample_118,C_Inco718_RPM11292_T650_OR356_BR87.5,118,D:\sdfdata\data\raw\pdf\sample_118.pdf,D:\sdfdata\data\processed\meridian_samples\sample_118.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_118.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11141.932416037596,12548794.79579956,16.99702002782095,96.30051832873474,0.2861816724509193,0.3272211887678271,0.6193196917353175,0.0534591194968553,102.7746293775984,5306329.306984134,85390.6041888844,10.0,sdf_meridian_v0.1,38.467,208.88300000000004,21.149999999999977
sample_048,C_Inco718_RPM11292_T650_OR356_BR87.5,48,D:\sdfdata\data\raw\pdf\sample_048.pdf,D:\sdfdata\data\processed\meridian_samples\sample_048.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_048.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,10710.049655341125,12103527.813666278,14.419172252792418,96.30051832873474,0.2813227156840937,0.2898871227827689,0.6454273208938033,0.0646855563234277,99.12789279392682,5162144.970118007,100656.66628714584,10.0,sdf_meridian_v0.1,32.93300000000001,210.517,25.05000000000001
sample_098,C_Inco718_RPM11292_T650_OR356_BR87.5,98,D:\sdfdata\data\raw\pdf\sample_098.pdf,D:\sdfdata\data\processed\meridian_samples\sample_098.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_098.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11772.521671682223,13440726.078204498,18.47132178662209,96.30051832873474,0.2858123876121248,0.3096714716728126,0.6370683875293329,0.0532601407978545,110.07954658049483,5742572.967696967,78575.09204551727,10.0,sdf_meridian_v0.1,38.733,207.517,22.25
sample_114,C_Inco718_RPM11292_T650_OR356_BR87.5,114,D:\sdfdata\data\raw\pdf\sample_114.pdf,D:\sdfdata\data\processed\meridian_samples\sample_114.npz,D:\sdfdata\data\reports\figures\pdf_contour_overlay\sample_114.png,vector,True,,Inco718,11292.0,650.0,87.5,356.0,96.3,11798.778990661478,13713857.744320536,20.174921955388594,96.30051832873474,0.3148240873321584,0.263239289446186,0.6753187042842215,0.0614420062695924,112.31649492598518,6022011.726549211,71940.09537164745,10.0,sdf_meridian_v0.1,32.733000000000004,209.217,26.55000000000001
