sample_id,npz_file,source_file,passed_quality,num_raw_points,num_resampled_points,t_max,x_tmax,camber_max,x_camber_max,te_gap
ag08,ag08.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag08.dat,True,180,257,0.05829521000267471,0.20710107127178057,0.017876071463630634,0.39644431190389073,0.0015989973655
ag09,ag09.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag09.dat,True,180,257,0.04862759639215085,0.17341357852311162,0.01859616046203332,0.3373448539188685,0.0019530002837255772
ag10,ag10.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag10.dat,True,180,257,0.04726925932142209,0.15969950110227343,0.016830978925067543,0.3431591298005542,0.003616812887804594
ag11,ag11.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag11.dat,True,183,257,0.05812314242146449,0.25890811396043856,0.02277568009023968,0.29737934299750507,0.0023210294431265585
ag12,ag12.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag12.dat,True,160,257,0.06235671671098489,0.21713409460819338,0.018491665508130112,0.42663476277231915,0.000942
ag13,ag13.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag13.dat,True,160,257,0.058340221392140526,0.21209590429107733,0.019716730787827867,0.4205709283330693,0.000948
ag14,ag14.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag14.dat,True,160,257,0.05369472009989799,0.19724447929783723,0.020977498583849334,0.4084800560224295,0.0009560009560009561
ag16,ag16.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag16.dat,True,160,257,0.07113957930854353,0.23250119005645137,0.019122085511316556,0.46933963184889566,0.000928990046018979
ag17,ag17.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag17.dat,True,160,257,0.06487365861929462,0.22221488349019886,0.02055009201740269,0.45710134382778006,0.0009389862310951276
ag18,ag18.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag18.dat,True,160,257,0.05867200421926666,0.20710107127178057,0.021999416439013035,0.4448888963530584,0.0009479829421923579
ag19,ag19.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag19.dat,True,160,257,0.054021988062451266,0.19724447929783723,0.02307764224258349,0.42663476277231915,0.000953983466184728
ag23,ag23.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag23.dat,True,160,257,0.08899049881369524,0.2751943351726967,0.02184854187562235,0.4509914298352196,0.0009884482382782795
ag24,ag24.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag24.dat,True,160,257,0.08413527500631529,0.2643016315870011,0.02235359652921915,0.45710134382778006,0.0009710009710009711
ag25,ag25.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag25.dat,True,160,257,0.07582263225076805,0.2482308081371412,0.024203619876584693,0.4509914298352196,0.0009630000000000001
ag26,ag26.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag26.dat,True,160,257,0.06844045413158001,0.23250119005645137,0.02567925184130781,0.4387946624003919,0.0009990019980039959
ag27,ag27.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag27.dat,True,160,257,0.06113083761210599,0.22221488349019886,0.02689550252710231,0.4387946624003919,0.0010350207004140083
ag35,ag35.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag35.dat,True,180,257,0.08722353058364618,0.28069188073073614,0.02386750803466995,0.3666436212625508,0.002489920832839178
ag36,ag36.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag36.dat,True,180,257,0.08174981089903449,0.2751943351726967,0.022510636930216252,0.3666436212625508,0.0026700669085745147
ag37,ag37.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag37.dat,True,180,257,0.07740211166071191,0.2643016315870011,0.022126275095957687,0.35485766137276886,0.0035080175400877002
ag38,ag38.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag38.dat,True,180,257,0.07039606941748315,0.28069188073073614,0.02094833902856491,0.35485766137276886,0.004703024934567875
ag44ct02r,ag44ct02r.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag44ct02r.dat,True,170,257,0.07289152149070366,0.2482308081371412,0.01963736027875692,0.33155507330389,0.0005340053400534005
ag455ct02r,ag455ct02r.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag455ct02r.dat,True,170,257,0.0647400272692409,0.22221488349019886,0.018589268174981174,0.3200524817325059,0.000844010972142638
ag45c03,ag45c03.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag45c03.dat,True,169,257,0.06929471915804114,0.23250119005645137,0.020668124810064005,0.3086582838174551,0.0008940913813238818
ag45ct02r,ag45ct02r.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag45ct02r.dat,True,170,257,0.0689520837389609,0.23770515866076558,0.018761461099599717,0.3200524817325059,0.0006220074640895691
ag46c03,ag46c03.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag46c03.dat,True,172,257,0.060260197539138055,0.23250119005645137,0.017425495820421515,0.3143414030240812,0.0007940068117094547
ag46ct02r,ag46ct02r.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag46ct02r.dat,True,171,257,0.06083395372134351,0.23250119005645137,0.017166439723574213,0.3200524817325059,0.0007930095161141934
ag47c03,ag47c03.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag47c03.dat,True,169,257,0.050606059645087416,0.22221488349019886,0.013868592171668939,0.3200524817325059,0.000692915169546211
ag47ct02r,ag47ct02r.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag47ct02r.dat,True,171,257,0.04991363088296194,0.22221488349019886,0.013366064899046029,0.3200524817325059,0.0006930117812002803
ag52,ag52.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag52.dat,True,161,257,0.08350827921906012,0.28069188073073614,0.017641676075034095,0.4084800560224295,0.000396
ag53,ag53.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag53.dat,True,161,257,0.08077567632326682,0.28069188073073614,0.01796450039320429,0.39644431190389073,0.000496
ag54,ag54.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag54.dat,True,164,257,0.07532419104121493,0.25890811396043856,0.01867555211996967,0.38447094585966435,0.000694
ag55,ag55.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ag55.dat,True,165,257,0.065661177308292,0.2482308081371412,0.019802998132347722,0.3666436212625508,0.000992001984003968
ah21-7,ah21-7.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah21-7.dat,True,61,257,0.08976836156192236,0.3489970253403859,0.02259259418123849,0.5490085701647803,0.0
ah21-9,ah21-9.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah21-9.dat,True,61,257,0.06999867410308595,0.3489970253403859,0.01761704706917163,0.5490085701647803,0.0
ah63k127,ah63k127.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah63k127.dat,True,97,257,0.1270699385572408,0.40245483899193585,0.037639415039802414,0.4387946624003919,0.0
ah6407,ah6407.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah6407.dat,True,31,257,0.06849050989189187,0.19724447929783723,0.05528123157137364,0.40245483899193585,0.007
ah7476,ah7476.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah7476.dat,True,31,257,0.05901474895216778,0.20215034775378327,0.061989988245776256,0.49999999999999994,0.007
ah79100a,ah79100a.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah79100a.dat,True,97,257,0.09997479627182544,0.28069188073073614,0.03644750942112998,0.5612053375996081,0.0
ah79100b,ah79100b.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah79100b.dat,True,97,257,0.10036997581219233,0.3086582838174551,0.064195,0.49999999999999994,0.0
ah79100c,ah79100c.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah79100c.dat,True,97,257,0.09942998041939378,0.3086582838174551,0.06700500000000001,0.49999999999999994,0.0
ah79k132,ah79k132.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah79k132.dat,True,97,257,0.13199994605026025,0.40245483899193585,0.036799967030714587,0.40245483899193585,0.0
ah79k135,ah79k135.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah79k135.dat,True,97,257,0.13486991158237094,0.40245483899193585,0.03052498876047089,0.40245483899193585,0.0
ah79k143,ah79k143.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah79k143.dat,True,97,257,0.14273999700279222,0.40245483899193585,0.028679977520941764,0.40245483899193585,0.0
ah80129,ah80129.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah80129.dat,True,97,257,0.12864995654048741,0.40245483899193585,0.04063591288242547,0.4327096457464369,0.0
ah80136,ah80136.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah80136.dat,True,97,257,0.13547637162957327,0.3431591298005542,0.033810589594817184,0.3373448539188685,0.0017499999999999998
ah80140,ah80140.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah80140.dat,True,97,257,0.13962996832548993,0.3086582838174551,0.04358135636531894,0.3373448539188685,0.0
ah81131,ah81131.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah81131.dat,True,97,257,0.13051998051814953,0.40245483899193585,0.027883415564293967,0.40245483899193585,0.0
ah81k144,ah81k144.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah81k144.dat,True,97,257,0.1446299400558447,0.40245483899193585,0.04216137546752787,0.4632177182001663,0.0
ah81k144wfKlappe,ah81k144wfKlappe.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah81k144wfKlappe.dat,True,97,257,0.22001199320528989,0.17341357852311162,0.010644474097329264,0.10208154769555822,0.0
ah82150a,ah82150a.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah82150a.dat,True,97,257,0.14998999250698059,0.40245483899193585,0.03280905681902126,0.4327096457464369,0.0
ah82150f,ah82150f.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah82150f.dat,True,97,257,0.1499538112373449,0.4387946624003919,0.03635185048166495,0.4632177182001663,0.0
ah83150q,ah83150q.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah83150q.dat,True,97,257,0.1500298396493846,0.40245483899193585,0.04131382954690541,0.37256717019774266,0.0
ah83159,ah83159.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah83159.dat,True,97,257,0.15942,0.40245483899193585,0.03844999850139612,0.40245483899193585,0.0
ah85l120,ah85l120.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah85l120.dat,True,97,257,0.1210710757833187,0.4327096457464369,0.0,0.0,0.0
ah88k130,ah88k130.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah88k130.dat,True,97,257,0.12997260363242977,0.4387946624003919,0.039394074464047545,0.46933963184889566,0.0
ah88k136,ah88k136.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah88k136.dat,True,120,257,0.13543909286397135,0.4448888963530584,0.030378992652423182,0.4084800560224295,0.0
ah93156,ah93156.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah93156.dat,True,120,257,0.15663939836390184,0.39644431190389073,0.03885640643662289,0.4145190556198493,0.0
ah93157,ah93157.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah93157.dat,True,120,257,0.1568553995555476,0.40245483899193585,0.03724348355447796,0.40245483899193585,0.0
ah93k130,ah93k130.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah93k130.dat,True,120,257,0.1305303881940828,0.4205709283330693,0.03588955653583277,0.40245483899193585,0.0007200072000720007
ah93k131,ah93k131.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah93k131.dat,True,120,257,0.1309542007249032,0.4145190556198493,0.03600925104827098,0.4084800560224295,0.00069
ah93k132,ah93k132.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah93k132.dat,True,120,257,0.1322742069966112,0.4145190556198493,0.035071401139122535,0.4145190556198493,0.0008500000000000001
ah93w145,ah93w145.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah93w145.dat,True,97,257,0.14477248912691607,0.3373448539188685,0.038998754372958855,0.37256717019774266,0.00195
ah93w174,ah93w174.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah93w174.dat,True,97,257,0.17425420030959232,0.3373448539188685,0.039278792005388107,0.37256717019774266,0.0
ah93w215,ah93w215.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah93w215.dat,True,97,257,0.21216903260680098,0.3373448539188685,0.030865100492731744,0.40245483899193585,0.0
ah93w257,ah93w257.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah93w257.dat,True,97,257,0.2567398686947583,0.3086582838174551,0.02063556949053967,0.777785116509801,0.007730000000000001
ah93w300,ah93w300.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah93w300.dat,True,97,257,0.29981971407244484,0.28069188073073614,0.0161877551747891,0.7248056648273034,0.014090000000000002
ah93w480b,ah93w480b.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah93w480b.dat,False,113,257,0.47837025085863566,0.42663476277231915,0.036413959918961084,0.4632177182001663,0.23392000000000002
ah94145,ah94145.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah94145.dat,True,120,257,0.14566196887512584,0.38447094585966435,0.05591018733077917,0.4448888963530584,0.0019600958832428675
ah94156,ah94156.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah94156.dat,True,120,257,0.156070115287701,0.40245483899193585,0.03739684448689598,0.4145190556198493,0.0
ah94w301,ah94w301.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah94w301.dat,True,97,257,0.30099993895458066,0.3086582838174551,0.013542665903069018,0.08426519384872738,0.01584
ah95160,ah95160.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ah95160.dat,True,120,257,0.15992505990221875,0.38447094585966435,0.055885071572717604,0.4448888963530584,0.002159999913634549
ames01,ames01.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ames01.dat,True,81,257,0.10274979940506807,0.3489970253403859,0.014103480808549042,0.15081187529551354,0.0059900000000000005
ames02,ames02.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ames02.dat,True,99,257,0.07733199349340328,0.3030039799694759,0.004857697738083214,0.12543180273827031,0.007
ames03,ames03.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/ames03.dat,True,99,257,0.09998581996340458,0.378509910048368,0.012244192588455466,0.17341357852311162,0.006
amsoil1,amsoil1.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/amsoil1.dat,True,75,257,0.11623775310039217,0.39044937992156514,0.020793477524445145,0.4205709283330693,0.00442
amsoil2,amsoil2.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/amsoil2.dat,True,75,257,0.1176174338962184,0.39044937992156514,0.009695000000000006,0.49386423085714004,0.00448
apex16,apex16.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/apex16.dat,True,35,257,0.12918303418962696,0.37256717019774266,0.02667225438939317,0.5733652372276808,0.0
apex16_NASA_CR-201062,apex16_NASA_CR-201062.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/apex16_NASA_CR-201062.dat,True,140,257,0.13109092601892053,0.37256717019774266,0.026555131576476307,0.5915199439775705,0.004139100653447243
aquilasm,aquilasm.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/aquilasm.dat,True,69,257,0.09383270846659489,0.3143414030240812,0.04045631432342589,0.3431591298005542,0.0
arad10,arad10.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/arad10.dat,True,51,257,0.09999196786894261,0.2482308081371412,0.03988284748773092,0.35485766137276886,0.015
arad13,arad13.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/arad13.dat,True,51,257,0.1299652176879762,0.2482308081371412,0.03609601683657765,0.3030039799694759,0.018
arad20,arad20.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/arad20.dat,True,51,257,0.19992528898225737,0.2535509038851079,0.03749808927278812,0.2482308081371412,0.025
arad6,arad6.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/arad6.dat,True,51,257,0.060228721337736914,0.20215034775378327,0.0500915334418889,0.4509914298352196,0.011
as5045,as5045.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/as5045.dat,True,81,257,0.14997308124724784,0.37256717019774266,0.010150161518142756,0.24294862790338917,0.0025
as5046,as5046.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/as5046.dat,True,81,257,0.15997513296866367,0.37256717019774266,0.010075993475204083,0.21209590429107733,0.0026800804024120725
as5048,as5048.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/as5048.dat,True,81,257,0.17985057855172348,0.38447094585966435,0.010211936153696567,0.28069188073073614,0.0029904186586122055
as6091,as6091.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/as6091.dat,True,61,257,0.04052642920986073,0.09839623425967753,0.05579121495880821,0.4327096457464369,4.0005758022693504e-18
as6092,as6092.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/as6092.dat,True,61,257,0.050539076094077845,0.12139557674675772,0.05481091367237825,0.46933963184889566,-3.187533815384097e-17
as6093,as6093.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/as6093.dat,True,61,257,0.06078906282107392,0.12543180273827031,0.05381254996048897,0.47546616283629095,-2.1008738275110068e-17
as6094,as6094.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/as6094.dat,True,61,257,0.0413319965113545,0.08770534860748735,0.07849113630486668,0.4448888963530584,5.2585980776707435e-17
as6095,as6095.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/as6095.dat,True,61,257,0.051249111959997755,0.09839623425967753,0.07901368063117145,0.45710134382778006,1.2572366013208383e-17
as6096,as6096.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/as6096.dat,True,61,257,0.06156723866231478,0.1134947733186315,0.07903705173234866,0.4509914298352196,-7.977605199212593e-17
as6097,as6097.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/as6097.dat,True,61,257,0.04244024398140313,0.0743224034473674,0.09346100370014329,0.4448888963530584,1.900363168433405e-17
as6098,as6098.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/as6098.dat,True,61,257,0.05223515151557061,0.09839623425967753,0.09272115849245202,0.45710134382778006,-4.400601415267766e-17
as6099,as6099.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/as6099.dat,True,61,257,0.061998735869849796,0.1134947733186315,0.09080602666117557,0.49386423085714004,-4.0569114049357064e-17
atr72sm,atr72sm.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/atr72sm.dat,True,79,257,0.14525086566870332,0.2535509038851079,0.02879604515835232,0.21209590429107733,0.0
august160,august160.npz,/home/vipuser/Meri-FID-Gate-Airfoil/data/airfoil/raw/uiuc/coord_seligFmt/coord_seligFmt/august160.dat,True,97,257,0.16031848052867106,0.2535509038851079,0.053837531923351646,0.2482308081371412,0.0
